Feed_inefficiency,Protein_efficiency,Animal_mortality,Fertilizer_use,Land_use,Soy_use,Permanent_grassland,Grazing,Manure_biogas,Renewable_electricity_use,Carbon_footprint
0.730,33.746,8.324,163.178,1.278,0.915,1.516,43.156,0,0,0.920
0.952,31.617,1.003,223.153,0.657,0.800,0.759,25.808,0,1,0.907
0.753,36.207,4.642,77.556,1.125,26.763,0.313,1.766,0,1,0.880
0.920,38.399,5.024,93.057,1.370,0.420,1.025,7.406,0,1,0.910
0.761,34.132,7.486,100.386,0.984,0.400,1.546,2.283,0,0,0.867
0.766,34.838,6.951,217.510,0.802,5.357,0.800,0.167,0,1,0.894
0.941,31.658,1.532,71.800,2.079,0.888,1.508,0.878,1,1,0.921
0.820,36.314,6.235,79.037,1.548,10.480,0.511,3.031,0,1,0.905
0.870,34.240,2.744,200.137,0.709,4.730,1.121,9.324,0,1,0.896
0.867,28.756,1.621,181.466,0.619,0.722,1.580,36.446,0,0,0.908
0.750,36.173,1.540,242.913,0.744,12.730,0.123,7.723,0,0,0.894
0.826,33.670,2.819,124.594,0.952,0.425,0.454,16.521,0,0,0.888
0.712,31.322,5.968,269.948,0.661,2.801,0.150,1.840,0,0,0.903
0.733,30.892,1.370,246.340,0.890,9.309,0.421,15.337,0,1,0.922
0.713,35.381,1.426,106.779,1.695,3.914,1.502,1.296,0,0,0.905
0.736,30.803,6.263,251.782,0.673,0.416,0.704,13.065,0,0,0.904
0.772,34.826,3.142,139.246,1.275,12.268,0.779,15.067,0,1,0.912
0.808,34.242,3.086,113.490,1.313,6.162,1.171,2.604,0,1,0.908
0.702,34.421,2.599,402.834,0.822,0.439,0.986,20.236,0,0,0.946
0.711,34.975,2.887,176.561,0.826,14.797,1.183,4.847,0,0,0.884
0.768,34.682,7.847,150.547,0.727,0.444,0.425,0.382,0,0,0.866
0.780,32.336,14.564,262.813,0.769,0.827,0.936,2.403,1,1,0.881
0.863,28.128,1.204,146.085,0.956,6.592,0.818,29.921,0,1,0.925
0.728,31.872,2.403,240.429,0.757,0.443,0.272,2.222,0,0,0.904
0.726,31.972,1.987,379.318,0.692,3.993,0.540,13.600,0,0,0.937
0.845,33.639,3.880,156.959,0.916,1.180,0.991,4.062,0,1,0.900
0.729,35.995,2.903,162.517,0.868,27.530,0.317,0.937,1,0,0.860
0.704,34.815,4.620,132.669,1.040,13.910,1.375,12.590,0,0,0.883
0.808,29.681,8.612,219.935,0.736,4.361,0.268,72.298,0,0,0.938
0.845,34.037,4.528,244.731,0.641,6.911,0.781,4.684,1,0,0.874
0.874,34.354,1.876,141.737,0.779,13.406,1.950,12.133,1,0,0.865
0.897,32.485,8.040,86.140,1.129,1.498,0.925,11.825,0,1,0.908
0.812,29.915,11.911,134.545,1.288,2.017,0.371,57.806,0,1,0.953
0.755,31.588,5.558,98.625,1.806,1.977,0.445,5.637,0,1,0.928
0.764,29.804,5.221,181.462,0.883,0.517,0.492,1.564,1,0,0.880
0.794,36.307,0.865,269.203,0.797,12.588,1.460,12.193,0,1,0.909
0.726,36.338,7.771,136.277,1.382,0.525,1.388,9.061,0,0,0.900
0.834,30.784,2.248,116.950,1.639,5.864,0.371,10.707,1,1,0.915
0.960,32.862,3.233,113.209,0.667,0.408,1.556,31.261,0,0,0.894
0.928,29.867,1.182,229.681,0.635,0.403,0.905,17.731,0,1,0.912
0.841,34.160,4.443,82.977,2.514,0.590,1.290,16.698,0,1,0.966
0.743,34.094,5.128,100.409,1.873,0.406,0.221,20.853,0,0,0.923
0.794,37.012,2.315,187.868,0.642,12.024,1.595,1.748,0,0,0.874
0.787,35.826,6.818,141.841,1.233,0.400,1.577,23.032,0,0,0.906
0.701,34.032,9.818,356.309,0.661,8.683,1.898,6.055,0,0,0.920
0.848,38.047,8.110,189.495,0.728,7.718,0.402,5.015,1,0,0.856
0.889,35.384,1.447,201.242,0.742,0.426,0.127,0.638,1,0,0.869
0.719,29.824,2.524,192.407,0.739,5.118,1.337,6.538,0,0,0.901
0.715,35.285,8.639,93.104,1.910,0.577,1.723,5.162,0,0,0.909
0.748,34.338,9.565,224.101,0.726,1.736,0.840,9.648,0,0,0.892
0.791,33.532,4.697,218.111,0.922,0.507,1.602,5.688,1,0,0.888
0.784,28.979,1.906,195.634,1.092,0.401,0.428,33.955,0,1,0.937
0.835,33.564,5.003,98.673,2.277,5.963,0.592,46.622,0,1,0.965
0.988,33.117,6.369,191.318,1.030,0.409,1.067,66.770,0,1,0.950
0.885,35.013,2.897,112.486,0.841,0.533,0.350,14.632,0,0,0.883
0.843,29.307,0.000,240.534,0.973,0.421,0.654,50.718,0,1,0.940
0.826,26.691,0.957,175.519,0.789,8.402,1.142,12.057,0,1,0.922
0.831,37.363,9.756,107.323,1.539,0.402,0.764,5.036,1,0,0.884
0.739,36.132,4.864,279.850,0.985,0.888,0.231,0.433,1,0,0.903
0.779,33.056,6.124,202.865,1.235,2.315,1.439,11.293,1,1,0.911
0.745,29.831,8.624,113.830,1.307,8.153,1.362,22.819,0,1,0.923
0.729,33.470,4.229,237.150,0.884,0.403,0.557,12.298,0,0,0.913
0.773,35.942,4.228,203.550,1.084,0.852,0.345,4.018,0,1,0.917
0.913,27.113,3.046,138.550,0.919,0.400,0.698,26.236,0,1,0.930
0.821,34.433,1.670,158.305,1.133,0.540,1.113,0.741,0,1,0.915
0.822,38.028,8.666,186.210,0.618,0.444,1.707,2.129,0,0,0.867
0.726,35.605,3.051,307.226,0.818,0.406,0.936,1.752,0,0,0.922
0.924,32.852,2.898,99.297,1.189,6.900,0.505,20.451,0,1,0.922
0.864,29.544,1.530,286.539,0.620,0.691,1.074,9.241,0,1,0.917
0.754,29.167,6.868,263.717,0.740,0.469,2.173,1.311,0,1,0.916
0.704,30.462,1.788,452.872,0.678,1.008,1.254,4.934,0,0,0.966
0.961,34.085,6.940,139.622,0.879,1.168,1.119,29.640,1,0,0.889
0.887,32.249,2.630,140.770,1.669,0.000,1.453,55.524,0,1,0.963
0.756,37.692,4.128,181.731,1.134,0.477,0.571,5.584,0,0,0.904
0.818,36.194,3.002,238.432,0.734,2.465,0.142,11.593,0,0,0.899
0.750,36.164,1.285,332.085,0.897,0.400,0.856,8.863,0,1,0.932
0.828,32.858,3.761,187.425,0.847,1.981,0.833,1.825,1,0,0.880
0.787,30.364,2.076,299.386,0.994,0.416,0.643,65.051,0,1,0.948
0.761,35.107,5.686,149.443,1.599,2.532,0.477,17.802,0,1,0.940
0.867,29.202,1.455,284.880,0.686,1.064,0.955,21.978,1,0,0.908
0.962,33.039,8.237,219.235,0.616,0.579,1.887,34.291,0,1,0.917
0.823,35.604,4.232,275.136,0.680,11.238,1.350,12.366,0,1,0.906
0.863,34.969,5.603,112.746,0.806,8.204,0.573,0.077,1,0,0.855
0.892,31.150,5.525,91.015,1.955,0.403,1.388,40.960,0,1,0.963
0.796,35.661,0.991,190.659,1.086,0.437,0.219,19.309,0,0,0.915
0.811,31.579,2.907,240.666,0.842,1.095,0.262,13.183,0,1,0.922
0.775,32.846,4.184,241.992,0.929,5.171,2.307,19.995,0,1,0.926
0.703,33.063,2.026,198.589,0.950,5.214,1.437,3.257,0,0,0.908
0.861,34.344,4.154,226.736,0.704,2.164,1.660,1.735,1,0,0.878
0.717,35.118,3.164,151.564,1.588,2.871,1.799,26.308,0,0,0.930
0.866,34.034,10.482,81.683,1.539,0.405,1.260,40.714,0,0,0.929
0.701,34.101,5.620,287.107,0.628,33.787,1.023,23.126,0,0,0.913
0.723,33.652,1.671,207.479,1.223,0.717,0.761,1.977,0,1,0.933
0.753,32.308,2.281,126.529,1.260,15.334,0.612,8.321,0,1,0.919
0.733,33.779,3.509,127.393,1.405,17.509,1.056,14.759,0,1,0.922
0.789,30.432,4.485,304.132,0.704,1.064,0.846,39.472,0,0,0.934
0.894,36.698,4.940,176.268,0.726,1.409,1.743,21.667,0,0,0.893
0.857,34.591,8.011,86.592,1.656,0.629,0.491,4.913,0,1,0.928
0.874,34.862,2.767,176.393,0.948,0.950,0.567,10.144,0,1,0.914
0.901,32.117,2.437,131.180,1.129,0.400,0.483,14.680,0,1,0.925
0.864,31.394,2.767,72.008,2.215,5.583,1.104,23.140,0,1,0.955
0.829,35.062,6.787,145.205,1.284,8.070,1.346,1.757,1,1,0.900
0.862,35.495,1.570,188.484,0.817,3.780,0.118,0.414,0,1,0.904
0.771,33.790,6.659,146.041,0.888,2.803,2.060,9.122,0,0,0.891
0.735,34.121,7.074,235.196,1.174,1.396,0.247,28.075,0,1,0.940
0.804,35.377,4.732,107.102,0.741,29.963,0.939,12.980,1,0,0.858
0.890,34.377,3.998,67.362,1.927,1.114,1.572,1.350,1,0,0.900
0.849,31.408,2.514,248.231,0.787,0.623,1.139,46.558,0,0,0.930
0.710,34.479,7.449,195.957,1.023,18.238,0.243,11.721,1,0,0.888
0.757,30.211,2.302,150.408,1.357,13.649,0.137,3.370,1,1,0.912
0.728,36.892,0.715,309.592,0.977,0.479,0.524,12.053,0,0,0.939
0.713,38.475,4.901,111.706,1.664,20.159,0.534,20.326,0,0,0.904
0.972,28.600,0.984,227.894,0.926,0.467,0.444,38.486,1,1,0.923
0.820,34.507,4.989,120.012,2.130,0.626,0.509,33.746,0,1,0.971
0.824,30.351,1.954,229.238,0.664,0.423,0.765,18.885,0,0,0.915
0.715,33.051,2.419,381.232,0.743,1.467,1.790,3.313,0,0,0.948
0.769,31.891,9.524,88.157,2.053,0.463,1.382,8.167,0,1,0.942
0.805,35.640,1.951,208.702,0.710,10.423,2.367,9.162,0,0,0.897
0.869,31.919,4.651,173.770,0.799,2.237,1.641,39.619,0,0,0.919
0.766,30.861,7.056,237.425,0.918,0.402,0.154,19.415,0,1,0.930
0.891,32.884,2.037,55.299,2.180,0.413,0.141,21.625,0,0,0.936
0.960,28.886,2.940,167.336,0.844,7.549,0.616,12.407,1,1,0.907
0.964,29.485,3.627,131.444,1.286,11.895,1.154,49.733,1,1,0.936
0.786,34.276,0.989,319.346,0.738,2.002,1.123,13.000,0,0,0.928
0.733,26.354,0.769,227.965,0.728,0.493,2.099,24.626,0,0,0.931
0.799,37.128,3.173,337.905,0.895,0.408,0.419,2.265,1,1,0.913
0.721,36.309,9.686,143.103,1.190,1.636,1.120,1.305,0,0,0.893
0.777,36.496,1.175,204.677,0.906,17.356,0.407,3.584,0,1,0.911
0.870,24.552,5.539,104.290,0.893,0.748,0.439,0.028,0,1,0.914
0.730,31.856,8.651,408.849,0.612,1.849,1.277,2.757,0,0,0.942
0.786,36.304,7.860,123.992,1.934,0.400,0.723,13.104,0,1,0.954
0.745,32.015,2.823,211.084,0.738,6.463,1.104,1.696,0,0,0.906
0.841,33.824,2.546,114.649,0.854,3.588,0.208,7.907,0,0,0.888
0.741,34.389,4.387,224.471,0.851,2.723,1.694,3.433,0,0,0.909
0.837,32.278,6.800,185.143,0.680,7.242,0.462,2.125,1,0,0.876
0.885,28.797,0.698,64.929,1.752,7.552,2.560,13.527,0,1,0.939
0.840,34.059,1.416,247.754,0.971,2.242,0.656,1.112,1,1,0.910
0.811,32.185,5.043,148.634,0.793,4.569,0.604,19.569,0,0,0.902
0.791,31.346,7.699,146.927,1.208,1.470,0.272,15.775,0,1,0.929
0.823,33.301,0.522,158.201,0.745,27.825,0.556,12.727,0,1,0.911
0.799,33.690,2.969,126.335,1.830,1.962,0.485,53.024,0,0,0.951
0.769,30.842,4.138,249.440,0.811,4.829,1.448,3.047,0,1,0.925
0.775,32.214,5.610,200.200,0.703,0.426,2.248,2.283,0,0,0.898
0.821,34.719,3.570,203.535,0.820,4.180,1.622,20.163,0,0,0.909
0.753,36.872,0.698,421.895,0.818,1.566,0.872,18.108,0,0,0.954
0.995,28.470,5.613,109.332,1.066,0.401,2.138,6.352,1,1,0.908
0.887,34.826,4.663,133.174,1.568,0.740,0.957,31.426,0,1,0.953
0.893,37.507,4.978,201.354,0.784,1.264,0.388,4.102,1,0,0.875
0.837,33.071,5.002,122.950,1.213,2.339,0.572,2.614,0,1,0.919
0.783,35.735,5.612,226.529,0.741,2.782,0.459,3.010,0,0,0.899
0.769,31.652,3.931,181.812,0.801,1.862,1.753,7.962,0,0,0.905
0.904,36.110,8.325,88.690,1.952,0.404,0.304,18.396,0,1,0.958
0.884,36.717,9.368,105.743,1.161,0.409,0.401,3.771,0,1,0.910
1.034,22.808,3.113,133.551,0.794,5.970,1.689,3.652,1,1,0.916
0.880,34.850,3.604,103.946,1.425,0.418,0.431,0.836,0,1,0.927
0.944,32.082,2.704,157.611,1.273,0.400,0.338,48.331,0,1,0.955
0.793,26.382,5.131,359.610,0.652,1.361,0.394,23.953,1,0,0.935
0.967,23.618,5.676,97.935,1.231,0.505,0.889,16.179,1,1,0.925
0.888,26.112,9.041,156.257,0.869,5.253,0.311,9.901,1,1,0.910
0.955,31.057,4.536,78.635,1.738,0.430,1.547,37.461,1,0,0.926
0.765,37.743,6.659,131.938,1.429,11.720,0.326,0.385,1,0,0.886
0.820,32.140,9.183,70.897,2.804,1.169,0.837,22.355,0,1,0.979
0.952,29.667,4.746,159.721,1.062,0.899,0.840,51.047,0,1,0.956
0.772,33.752,1.824,249.425,0.912,3.915,0.759,0.878,0,1,0.928
1.012,30.990,2.898,47.756,1.789,16.458,0.192,16.067,1,1,0.925
0.833,29.307,0.575,229.079,0.781,0.733,1.382,40.347,0,0,0.935
0.755,28.579,7.006,105.270,0.722,0.529,0.145,1.117,0,0,0.883
0.802,34.496,1.009,148.552,0.931,2.561,0.778,0.000,0,0,0.898
0.823,29.420,5.026,268.794,0.679,11.390,1.033,24.523,0,1,0.933
0.714,33.030,5.583,238.856,0.847,12.531,0.714,23.497,0,0,0.923
0.767,37.798,3.418,234.121,1.111,5.881,0.809,1.769,1,0,0.905
0.820,34.577,2.688,129.189,1.524,8.385,0.196,18.606,0,1,0.941
0.783,33.614,7.118,266.084,0.641,8.319,0.349,14.375,0,0,0.913
0.783,37.259,5.777,282.413,0.705,2.542,0.333,0.254,0,0,0.908
0.912,32.781,0.401,149.114,1.086,0.445,0.528,12.004,0,1,0.929
0.765,32.732,2.207,180.345,1.225,0.402,0.316,0.931,0,1,0.934
0.825,37.074,1.150,141.534,1.911,0.400,0.424,17.061,0,1,0.967
0.962,31.999,2.158,102.790,0.995,0.400,1.099,2.892,0,1,0.917
1.002,31.472,0.978,60.086,1.754,4.611,1.071,16.902,0,1,0.949
0.894,34.454,0.732,126.526,1.144,1.302,0.206,25.403,0,0,0.918
0.904,24.940,4.672,150.363,1.033,4.905,0.220,19.768,1,1,0.926
1.034,32.651,0.890,82.374,1.084,3.618,1.383,13.465,0,1,0.927
0.745,21.911,7.857,184.526,1.009,1.702,0.537,0.657,1,1,0.915
0.716,35.820,3.111,128.891,0.840,23.582,1.179,0.621,0,0,0.882
0.850,34.284,2.057,138.767,1.120,0.400,1.123,20.677,0,0,0.916
0.889,33.207,3.083,220.543,0.987,0.408,0.879,35.097,0,1,0.940
0.768,30.903,4.253,203.387,1.056,1.354,1.325,14.246,1,0,0.911
0.884,31.437,5.751,257.490,0.682,0.456,1.057,47.093,0,0,0.934
0.831,27.839,1.335,170.210,0.713,16.248,0.531,14.577,1,0,0.903
0.900,33.803,10.168,69.659,2.007,12.171,1.332,15.439,1,1,0.929
1.044,31.696,3.008,137.181,0.909,0.417,1.295,61.618,0,0,0.944
0.842,38.119,2.032,166.205,0.938,18.701,0.458,7.871,1,0,0.878
0.734,27.308,3.878,137.578,0.802,0.482,0.392,5.816,0,0,0.904
0.899,31.372,5.103,154.834,0.823,0.401,0.887,5.831,0,1,0.916
0.890,31.929,3.053,176.294,0.682,7.621,0.975,1.657,0,1,0.911
0.888,34.764,3.102,65.370,0.931,1.923,0.852,0.896,0,0,0.880
0.973,35.771,4.200,60.757,2.456,0.450,0.773,8.727,0,1,0.977
0.710,28.989,1.580,168.183,0.888,6.359,1.400,10.974,0,0,0.918
0.781,31.305,3.708,150.398,1.377,15.751,0.363,13.445,1,1,0.920
0.817,33.595,5.619,218.005,0.836,0.536,0.459,25.811,0,0,0.922
0.878,21.590,0.936,103.629,1.150,0.401,1.334,29.082,0,1,0.952
0.780,37.503,4.238,149.007,1.434,10.149,0.821,8.099,0,1,0.932
0.789,29.357,4.354,210.365,0.895,4.558,0.615,17.906,1,0,0.911
0.826,32.016,0.966,246.930,0.708,7.111,0.170,23.608,0,0,0.924
0.755,30.404,2.596,266.336,0.875,2.478,0.882,0.213,1,0,0.918
0.921,30.291,3.163,160.438,0.621,4.099,0.334,1.556,1,0,0.881
0.829,25.493,2.666,192.774,0.786,2.532,0.406,0.369,0,1,0.930
0.808,28.811,2.240,94.014,1.457,0.527,1.277,2.379,1,0,0.898
0.759,29.805,5.767,295.876,0.653,1.767,0.124,13.633,0,0,0.933
0.788,29.536,2.940,224.094,0.983,3.087,0.612,28.662,1,0,0.922
0.857,30.295,1.929,127.270,0.892,0.567,0.711,21.982,0,0,0.915
0.970,36.627,3.355,143.093,1.489,0.421,1.558,39.755,0,1,0.960
0.727,33.499,6.648,220.623,1.179,1.436,0.311,13.727,0,1,0.941
0.902,33.865,2.793,92.490,2.835,0.437,0.144,43.785,0,1,1.005
0.874,35.064,1.348,126.318,2.148,4.318,0.482,46.597,0,1,0.980
0.885,26.559,1.049,110.489,1.406,0.400,0.672,30.220,0,1,0.954
0.713,28.319,5.255,177.753,0.851,20.585,1.435,0.104,0,1,0.926
0.803,30.482,5.116,186.780,0.867,9.949,0.741,11.293,0,1,0.927
0.844,30.306,3.185,198.149,0.766,0.729,0.340,31.331,0,0,0.927
0.727,33.322,5.679,216.520,1.158,0.400,1.753,1.109,1,0,0.912
0.916,34.159,6.791,81.666,1.678,0.431,1.210,9.428,0,1,0.944
0.859,36.556,4.972,219.079,0.786,1.616,1.651,19.774,0,0,0.911
0.737,33.500,8.148,200.301,1.068,6.859,0.352,8.012,0,1,0.928
0.844,28.498,3.392,125.277,1.238,0.572,0.763,11.641,0,1,0.938
0.797,34.393,12.398,236.121,0.685,0.487,0.384,17.395,0,0,0.910
0.781,37.056,1.252,223.276,0.983,1.201,1.281,4.002,0,0,0.921
0.729,33.420,2.320,159.516,0.785,20.234,0.403,4.811,0,0,0.901
0.834,32.079,4.390,112.308,1.323,0.474,0.457,1.075,1,0,0.895
0.936,34.937,11.171,48.368,3.287,0.400,0.697,9.676,0,1,1.006
0.813,28.179,4.583,162.909,1.001,3.626,0.167,13.700,0,1,0.936
1.041,23.954,1.660,191.801,0.682,0.562,0.926,40.208,0,1,0.955
1.004,34.103,2.518,59.091,2.292,0.402,0.836,12.058,0,1,0.974
0.779,35.209,8.548,225.203,0.993,0.679,0.978,29.259,0,0,0.931
0.833,38.433,8.298,181.853,1.040,1.047,0.162,20.680,0,0,0.916
0.772,32.984,8.472,184.612,0.778,2.706,1.626,9.481,0,0,0.905
0.851,37.320,2.356,211.179,1.005,0.401,1.063,6.839,0,1,0.927
0.836,33.256,9.079,127.945,1.483,1.399,1.050,24.613,0,1,0.950
0.710,33.691,8.484,207.008,0.739,14.346,0.465,2.584,0,0,0.903
0.788,32.936,5.251,104.374,1.139,0.933,1.234,2.631,0,0,0.901
0.928,31.577,3.346,222.773,0.647,5.855,0.209,16.591,0,1,0.924
0.826,34.442,5.093,88.955,1.653,9.889,0.437,2.448,0,1,0.934
0.810,36.431,2.534,294.832,0.909,4.274,0.828,19.092,0,1,0.936
0.766,27.752,11.422,86.679,1.491,2.144,1.405,36.855,1,0,0.917
0.915,29.109,3.421,266.634,0.790,13.198,0.492,36.987,1,1,0.928
0.902,36.448,4.298,107.464,0.773,0.409,2.043,4.659,0,0,0.884
0.724,29.526,6.289,163.453,1.401,0.538,0.885,23.090,0,1,0.952
0.924,27.563,2.340,66.644,2.002,0.647,0.205,23.888,0,1,0.964
0.874,27.062,1.908,73.463,1.917,0.540,0.310,16.399,0,1,0.956
0.968,29.175,6.199,109.990,0.884,0.480,0.269,13.374,0,1,0.930
0.811,35.388,9.548,241.957,0.692,0.422,0.863,11.246,0,0,0.909
0.860,30.478,0.778,84.272,0.658,24.769,0.944,1.348,1,0,0.878
1.063,26.686,2.424,57.074,1.956,0.428,0.633,43.817,0,1,0.982
0.858,29.938,9.432,253.529,0.629,0.435,0.556,11.480,1,0,0.904
0.744,33.778,5.450,407.776,0.807,2.205,1.895,2.353,1,0,0.945
0.859,33.562,3.019,107.424,1.837,0.554,0.167,43.797,0,0,0.956
0.796,29.678,3.817,48.515,2.890,0.438,0.494,27.187,0,0,0.958
0.822,34.256,4.297,252.039,0.698,3.862,0.519,12.714,0,0,0.918
0.937,38.136,3.015,58.695,1.412,0.615,2.680,0.754,0,0,0.904
0.844,32.564,3.426,150.842,1.017,0.443,0.621,25.514,0,0,0.925
0.719,35.207,7.723,218.138,1.305,0.524,1.039,35.941,0,0,0.950
0.781,33.404,7.242,183.392,0.721,9.594,0.649,12.071,0,0,0.906
1.032,36.288,1.501,269.363,0.751,5.067,0.419,63.754,0,0,0.928
0.808,26.891,5.606,169.175,0.859,0.424,2.076,9.784,1,0,0.905
0.711,29.935,3.937,255.890,1.005,0.502,1.357,3.457,0,1,0.947
0.942,28.355,3.733,56.145,2.061,0.709,0.465,70.984,0,0,0.973
0.749,37.823,5.288,226.886,0.866,10.021,1.332,0.749,0,0,0.909
0.741,34.127,4.375,159.970,1.070,12.475,1.021,19.986,0,0,0.918
0.746,35.825,2.782,168.710,1.243,0.466,0.608,0.426,0,0,0.923
0.860,32.418,5.200,164.335,0.971,1.918,1.783,7.592,0,1,0.927
0.805,36.634,4.122,242.227,0.742,2.561,0.661,0.368,0,0,0.910
0.961,23.368,9.475,75.801,0.711,4.136,0.235,7.368,0,1,0.932
0.794,29.928,4.122,113.715,0.806,3.394,0.431,3.520,0,0,0.899
0.817,37.401,2.088,242.792,1.020,3.017,1.085,24.968,0,0,0.933
0.801,35.323,2.769,218.375,1.021,1.919,1.969,22.768,0,0,0.932
0.920,35.057,0.994,234.444,0.790,0.403,0.708,31.307,0,0,0.925
0.808,36.296,7.750,168.584,1.186,1.266,1.516,4.311,0,1,0.929
0.764,27.348,5.082,75.085,0.814,3.603,1.019,1.708,0,0,0.892
0.962,36.771,8.130,75.602,1.467,1.730,0.205,9.089,0,1,0.938
0.738,32.085,1.458,175.443,1.328,1.661,0.843,34.612,0,0,0.946
0.702,37.860,4.806,228.140,1.222,16.785,1.514,3.288,1,0,0.912
0.799,38.264,3.003,238.031,0.950,0.823,0.225,6.992,0,0,0.923
0.785,30.041,1.374,213.337,0.908,7.980,0.980,4.578,1,0,0.914
0.800,31.221,6.890,184.331,0.913,5.118,0.686,4.097,0,1,0.926
0.771,32.039,7.568,225.192,0.877,5.168,1.180,2.033,1,0,0.904
1.059,31.609,1.873,62.439,2.014,0.442,0.187,26.320,0,1,0.976
0.802,30.975,9.040,344.137,0.711,0.519,0.528,25.371,0,1,0.943
0.801,32.688,7.883,147.146,1.535,0.401,0.203,27.397,0,1,0.959
0.821,37.829,2.571,199.333,1.152,0.406,0.585,2.039,0,1,0.936
0.807,34.399,7.833,330.416,0.659,15.540,1.753,6.354,1,0,0.912
1.020,35.120,5.151,108.459,0.899,11.844,1.291,31.359,0,1,0.935
0.790,37.232,1.377,315.992,0.846,0.420,1.696,8.562,0,0,0.939
0.785,30.777,4.968,147.225,1.352,0.460,1.113,16.443,1,0,0.918
0.893,29.614,1.893,99.299,0.817,19.908,0.405,20.413,1,0,0.900
1.047,30.677,3.898,48.988,2.686,0.483,0.256,33.364,0,1,0.998
0.767,30.126,7.460,182.020,0.712,0.400,0.917,2.689,0,0,0.908
0.789,31.327,6.539,195.410,0.700,3.806,0.640,9.213,0,0,0.914
0.875,31.149,1.336,127.953,1.138,0.552,0.180,1.423,1,0,0.901
0.761,37.569,4.958,137.276,0.832,32.095,0.127,24.000,0,0,0.893
1.037,30.833,4.988,50.876,1.684,5.327,0.212,23.668,0,1,0.962
0.847,33.727,4.734,82.200,2.491,5.180,0.277,24.172,1,0,0.945
0.852,34.470,2.762,364.156,0.688,2.814,1.038,4.070,1,0,0.923
1.037,31.896,1.093,82.960,1.135,1.266,0.220,39.892,0,0,0.938
0.860,35.016,4.422,196.637,1.094,0.781,0.460,19.253,0,1,0.942
0.846,36.301,6.161,186.255,1.099,1.902,0.452,13.420,0,1,0.935
0.808,32.257,4.391,383.552,0.665,1.599,0.264,7.995,0,1,0.942
0.873,31.104,5.522,90.674,1.026,12.148,0.731,2.078,0,1,0.921
0.703,35.357,9.125,307.972,0.907,14.611,2.140,0.609,1,0,0.920
0.789,29.538,4.373,131.159,1.438,8.430,0.220,33.063,0,1,0.956
0.839,30.395,6.079,117.729,1.311,0.412,1.006,4.877,0,1,0.937
0.756,33.364,7.244,414.294,0.666,2.218,0.289,8.639,0,0,0.956
1.026,35.485,1.086,221.031,0.674,0.527,0.382,19.792,1,0,0.895
0.895,28.115,6.323,83.026,1.290,0.402,0.693,1.852,0,1,0.933
0.715,22.647,3.881,138.836,0.634,1.329,1.641,2.116,0,0,0.915
0.775,31.813,5.096,110.595,2.379,0.439,0.643,32.122,0,1,0.987
0.896,35.305,1.261,149.690,0.738,0.742,1.054,2.822,0,0,0.898
0.927,30.232,2.529,87.775,1.384,2.436,0.521,4.825,0,1,0.941
0.719,33.115,2.425,185.508,1.152,1.832,0.574,5.639,0,0,0.932
1.140,27.885,0.721,46.839,2.451,2.212,0.417,50.676,0,1,0.999
0.823,38.430,1.007,237.582,0.863,1.258,0.880,1.120,0,0,0.919
0.829,33.894,0.777,179.653,0.825,4.779,0.813,5.537,0,0,0.914
1.017,36.403,9.887,203.543,0.667,3.036,1.990,54.766,0,0,0.935
0.826,31.672,2.375,260.403,0.639,0.479,1.418,2.465,0,0,0.925
0.779,33.465,4.115,247.912,0.781,0.433,0.572,2.256,0,0,0.925
0.761,32.458,6.665,168.496,1.261,2.671,0.770,5.912,0,1,0.941
0.808,31.631,4.406,124.632,1.154,0.871,0.221,19.748,0,0,0.926
0.825,28.025,3.066,180.569,0.683,1.938,0.851,17.071,0,0,0.926
0.857,31.791,1.033,179.737,0.881,1.915,0.706,23.461,0,0,0.929
0.824,35.752,4.002,198.845,0.824,2.544,0.793,5.910,0,0,0.913
0.783,31.908,9.739,191.869,0.882,0.570,0.911,27.337,0,0,0.931
0.845,32.512,0.968,311.278,0.671,2.747,0.687,17.971,0,0,0.939
0.841,32.887,1.976,118.680,1.472,1.757,0.169,1.686,1,0,0.912
0.722,31.813,12.879,201.679,1.365,1.123,1.760,8.480,1,1,0.931
0.941,37.109,4.633,109.919,0.752,15.682,0.831,10.130,0,1,0.909
0.809,33.824,2.861,207.265,1.077,2.046,0.186,7.027,0,1,0.942
0.822,28.666,1.704,133.368,0.721,13.280,0.166,27.419,0,0,0.927
0.859,33.113,6.821,68.543,2.010,7.027,0.815,3.287,0,1,0.952
0.820,29.322,2.449,217.126,0.619,5.329,1.654,7.242,0,0,0.925
1.012,27.772,4.616,113.124,1.364,3.225,0.897,28.975,1,1,0.948
0.753,34.524,8.896,183.805,0.957,1.875,0.579,6.222,0,0,0.914
1.098,28.570,1.649,76.415,1.932,0.409,0.171,54.269,0,1,0.995
0.712,30.719,7.572,218.542,1.168,0.832,0.169,15.098,0,1,0.952
0.863,32.077,2.138,102.767,1.298,17.705,0.295,19.731,0,1,0.942
1.009,28.646,7.229,65.345,2.002,0.453,0.654,15.632,1,1,0.953
0.723,30.034,3.228,224.887,1.156,2.369,0.859,15.485,0,1,0.957
0.849,35.119,8.274,220.603,1.038,2.488,0.884,5.820,1,1,0.919
0.774,35.266,9.241,198.383,0.855,18.512,2.110,4.740,1,0,0.892
0.866,32.242,6.563,249.492,0.623,0.672,1.346,21.251,0,0,0.927
